time,signal,price,qty,fee,balance,position,pnl
2025-12-05 08:45:00,buy,137426000.0000,0.00007277,5.00,973397.52,0.00014554,0.00
2025-12-05 08:50:00,buy,137450000.0000,0.00007275,5.00,963392.52,0.00021830,0.00
2025-12-05 08:55:00,buy,137390000.0000,0.00007279,5.00,953387.52,0.00029108,0.00
2025-12-05 10:05:00,sell,138074000.0000,0.00029108,20.10,993558.15,0.00000000,150.64
2025-12-05 12:45:00,buy,137588000.0000,0.00007268,5.00,983553.15,0.00007268,0.00
2025-12-05 12:50:00,buy,137653000.0000,0.00007265,5.00,973548.15,0.00014533,0.00
2025-12-05 12:55:00,buy,137439000.0000,0.00007276,5.00,963543.15,0.00021809,0.00
2025-12-05 13:15:00,buy,137601000.0000,0.00007267,5.00,953538.15,0.00029076,0.00
2025-12-05 13:20:00,buy,137419000.0000,0.00007277,5.00,943533.15,0.00036353,0.00
2025-12-05 13:25:00,buy,137419000.0000,0.00007277,5.00,933528.15,0.00043630,0.00
2025-12-05 13:30:00,buy,137051000.0000,0.00007297,5.00,923523.15,0.00050927,0.00
2025-12-05 13:35:00,buy,136982000.0000,0.00007300,5.00,913518.15,0.00058227,0.00
2025-12-05 13:40:00,buy,136902000.0000,0.00007304,5.00,903513.15,0.00065531,0.00
2025-12-05 13:45:00,buy,136891000.0000,0.00007305,5.00,893508.15,0.00072836,0.00
2025-12-05 14:20:00,buy,137000000.0000,0.00007299,5.00,883503.15,0.00080136,0.00
2025-12-05 15:50:00,sell,137344000.0000,0.00080136,55.03,993509.73,0.00000000,-48.42
2025-12-05 17:15:00,buy,137185000.0000,0.00007289,5.00,983504.73,0.00007289,0.00
2025-12-05 17:35:00,buy,137243000.0000,0.00007286,5.00,973499.73,0.00014576,0.00
2025-12-05 17:40:00,buy,137242000.0000,0.00007286,5.00,963494.73,0.00021862,0.00
2025-12-05 17:45:00,buy,137262000.0000,0.00007285,5.00,953489.73,0.00029148,0.00
2025-12-05 18:15:00,buy,136441000.0000,0.00007329,5.00,943484.73,0.00036477,0.00
2025-12-05 18:20:00,buy,136335000.0000,0.00007335,5.00,933479.73,0.00043812,0.00
2025-12-05 18:25:00,buy,136122000.0000,0.00007346,5.00,923474.73,0.00051158,0.00
2025-12-05 18:30:00,buy,136099000.0000,0.00007348,5.00,913469.73,0.00058506,0.00
2025-12-05 18:35:00,buy,136115000.0000,0.00007347,5.00,903464.73,0.00065852,0.00
2025-12-05 18:40:00,buy,135759000.0000,0.00007366,5.00,893459.73,0.00073218,0.00
2025-12-05 18:45:00,buy,135690000.0000,0.00007370,5.00,883454.73,0.00080588,0.00
2025-12-05 18:50:00,buy,135699000.0000,0.00007369,5.00,873449.73,0.00087957,0.00
2025-12-05 18:55:00,buy,135909000.0000,0.00007358,5.00,863444.73,0.00095315,0.00
2025-12-05 19:00:00,buy,135998000.0000,0.00007353,5.00,853439.73,0.00102668,0.00
2025-12-05 19:05:00,buy,136221000.0000,0.00007341,5.00,843434.73,0.00110009,0.00
2025-12-05 19:10:00,buy,136090000.0000,0.00007348,5.00,833429.73,0.00117357,0.00
2025-12-05 22:15:00,buy,135827000.0000,0.00007362,5.00,823424.73,0.00124720,0.00
2025-12-05 22:20:00,buy,135702000.0000,0.00007369,5.00,813419.73,0.00132089,0.00
2025-12-05 22:25:00,buy,135334000.0000,0.00007389,5.00,803414.73,0.00139478,0.00
2025-12-05 22:35:00,buy,135127000.0000,0.00007400,5.00,793409.73,0.00146878,0.00
2025-12-05 22:40:00,buy,134750000.0000,0.00007421,5.00,783404.73,0.00154299,0.00
2025-12-05 22:45:00,buy,134993000.0000,0.00007408,5.00,773399.73,0.00161707,0.00
2025-12-05 22:50:00,buy,135140000.0000,0.00007400,5.00,763394.73,0.00169107,0.00
2025-12-05 22:55:00,buy,134965000.0000,0.00007409,5.00,753389.73,0.00176516,0.00
2025-12-05 23:00:00,buy,135001000.0000,0.00007407,5.00,743384.73,0.00183924,0.00
2025-12-05 23:15:00,buy,134750000.0000,0.00007421,5.00,733379.73,0.00191345,0.00
2025-12-05 23:20:00,buy,134832000.0000,0.00007417,5.00,723374.73,0.00198761,0.00
2025-12-06 00:25:00,sell,136373000.0000,0.00198761,135.53,994295.99,0.00000000,786.26
2025-12-06 01:10:00,buy,133630000.0000,0.00007483,5.00,984290.99,0.00007483,0.00
2025-12-06 01:15:00,buy,133500000.0000,0.00007491,5.00,974285.99,0.00014974,0.00
2025-12-06 01:20:00,buy,133197000.0000,0.00007508,5.00,964280.99,0.00022482,0.00
2025-12-06 01:25:00,buy,133299000.0000,0.00007502,5.00,954275.99,0.00029984,0.00
2025-12-06 01:30:00,buy,132763000.0000,0.00007532,5.00,944270.99,0.00037516,0.00
2025-12-06 01:35:00,buy,132577000.0000,0.00007543,5.00,934265.99,0.00045059,0.00
2025-12-06 01:40:00,buy,132290000.0000,0.00007559,5.00,924260.99,0.00052618,0.00
2025-12-06 01:45:00,buy,132432000.0000,0.00007551,5.00,914255.99,0.00060169,0.00
2025-12-06 01:50:00,buy,133100000.0000,0.00007513,5.00,904250.99,0.00067682,0.00
2025-12-06 01:55:00,buy,133119000.0000,0.00007512,5.00,894245.99,0.00075194,0.00
2025-12-06 02:00:00,buy,133198000.0000,0.00007508,5.00,884240.99,0.00082702,0.00
2025-12-06 02:05:00,buy,132989000.0000,0.00007519,5.00,874235.99,0.00090221,0.00
2025-12-06 02:10:00,buy,132969000.0000,0.00007521,5.00,864230.99,0.00097742,0.00
2025-12-06 02:50:00,sell,133719000.0000,0.00097742,65.35,994864.74,0.00000000,568.75
2025-12-06 06:35:00,buy,133669000.0000,0.00007481,5.00,984859.74,0.00007481,0.00
2025-12-06 06:40:00,buy,133534000.0000,0.00007489,5.00,974854.74,0.00014970,0.00
2025-12-06 06:45:00,buy,133447000.0000,0.00007494,5.00,964849.74,0.00022464,0.00
2025-12-06 07:00:00,buy,133173000.0000,0.00007509,5.00,954844.74,0.00029973,0.00
2025-12-06 07:10:00,buy,133021000.0000,0.00007518,5.00,944839.74,0.00037490,0.00
2025-12-06 10:20:00,sell,134072000.0000,0.00037490,25.13,995078.40,0.00000000,213.66
2025-12-06 16:30:00,buy,134160000.0000,0.00007454,5.00,985073.40,0.00007454,0.00
2025-12-06 17:00:00,buy,134049000.0000,0.00007460,5.00,975068.40,0.00014914,0.00
2025-12-06 17:05:00,buy,134011000.0000,0.00007462,5.00,965063.40,0.00022376,0.00
2025-12-06 17:10:00,buy,134015000.0000,0.00007462,5.00,955058.40,0.00029838,0.00
2025-12-06 17:20:00,buy,133751000.0000,0.00007477,5.00,945053.40,0.00037314,0.00
2025-12-06 17:25:00,buy,133695000.0000,0.00007480,5.00,935048.40,0.00044794,0.00
2025-12-06 17:30:00,buy,133591000.0000,0.00007486,5.00,925043.40,0.00052279,0.00
2025-12-06 17:35:00,buy,133692000.0000,0.00007480,5.00,915038.40,0.00059759,0.00
2025-12-06 17:45:00,buy,133640000.0000,0.00007483,5.00,905033.40,0.00067242,0.00
2025-12-06 17:50:00,buy,133586000.0000,0.00007486,5.00,895028.40,0.00074728,0.00
2025-12-06 17:55:00,buy,133585000.0000,0.00007486,5.00,885023.40,0.00082214,0.00
2025-12-06 18:40:00,sell,134146000.0000,0.00082214,55.14,995254.84,0.00000000,176.45
2025-12-06 21:50:00,buy,134070000.0000,0.00007459,5.00,985249.84,0.00007459,0.00
2025-12-06 21:55:00,buy,134070000.0000,0.00007459,5.00,975244.84,0.00014918,0.00
2025-12-06 22:00:00,buy,134080000.0000,0.00007458,5.00,965239.84,0.00022376,0.00
2025-12-06 22:35:00,sell,134276000.0000,0.00022376,15.02,995270.17,0.00000000,15.33
2025-12-07 02:15:00,buy,134192000.0000,0.00007452,5.00,985265.17,0.00007452,0.00
2025-12-07 08:05:00,buy,133500000.0000,0.00007491,5.00,975260.17,0.00014943,0.00
2025-12-07 08:20:00,buy,133225000.0000,0.00007506,5.00,965255.17,0.00022449,0.00
2025-12-07 08:25:00,buy,133401000.0000,0.00007496,5.00,955250.17,0.00029945,0.00
2025-12-07 09:30:00,sell,133847000.0000,0.00029945,20.04,995310.53,0.00000000,40.36
2025-12-07 13:55:00,buy,134040000.0000,0.00007460,5.00,985305.53,0.00007460,0.00
2025-12-07 14:05:00,buy,133962000.0000,0.00007465,5.00,975300.53,0.00014925,0.00
2025-12-07 14:10:00,buy,133919000.0000,0.00007467,5.00,965295.53,0.00022392,0.00
2025-12-07 14:15:00,buy,133872000.0000,0.00007470,5.00,955290.53,0.00029862,0.00
2025-12-07 14:20:00,buy,133843000.0000,0.00007471,5.00,945285.53,0.00037334,0.00
2025-12-07 14:25:00,buy,133843000.0000,0.00007471,5.00,935280.53,0.00044805,0.00
2025-12-07 14:30:00,buy,133899000.0000,0.00007468,5.00,925275.53,0.00052273,0.00
2025-12-07 15:20:00,sell,134286000.0000,0.00052273,35.10,995436.40,0.00000000,125.87
2025-12-07 16:30:00,buy,133749000.0000,0.00007477,5.00,985431.40,0.00007477,0.00
2025-12-07 16:35:00,buy,133703000.0000,0.00007479,5.00,975426.40,0.00014956,0.00
2025-12-07 16:40:00,buy,133761000.0000,0.00007476,5.00,965421.40,0.00022432,0.00
2025-12-07 16:45:00,buy,133759000.0000,0.00007476,5.00,955416.40,0.00029908,0.00
2025-12-07 16:50:00,buy,133798000.0000,0.00007474,5.00,945411.40,0.00037382,0.00
2025-12-07 16:55:00,buy,133822000.0000,0.00007473,5.00,935406.40,0.00044855,0.00
2025-12-07 17:00:00,buy,133748000.0000,0.00007477,5.00,925401.40,0.00052331,0.00
2025-12-07 17:05:00,buy,133691000.0000,0.00007480,5.00,915396.40,0.00059811,0.00
2025-12-07 17:10:00,buy,133601000.0000,0.00007485,5.00,905391.40,0.00067296,0.00
2025-12-07 17:15:00,buy,133607000.0000,0.00007485,5.00,895386.40,0.00074781,0.00
2025-12-07 18:50:00,buy,133300000.0000,0.00007502,5.00,885381.40,0.00082283,0.00
2025-12-07 21:00:00,buy,133455000.0000,0.00007493,5.00,875376.40,0.00089776,0.00
2025-12-07 21:45:00,sell,133933000.0000,0.00089776,60.12,995555.98,0.00000000,119.58
2025-12-07 22:20:00,buy,133006000.0000,0.00007518,5.00,985550.98,0.00007518,0.00
2025-12-07 22:45:00,buy,132998000.0000,0.00007519,5.00,975545.98,0.00015037,0.00
2025-12-07 22:55:00,buy,133212000.0000,0.00007507,5.00,965540.98,0.00022544,0.00
2025-12-07 23:00:00,buy,132965000.0000,0.00007521,5.00,955535.98,0.00030065,0.00
2025-12-07 23:10:00,buy,132919000.0000,0.00007523,5.00,945530.98,0.00037588,0.00
2025-12-07 23:15:00,buy,132743000.0000,0.00007533,5.00,935525.98,0.00045122,0.00
2025-12-07 23:20:00,buy,132280000.0000,0.00007560,5.00,925520.98,0.00052681,0.00
2025-12-07 23:25:00,buy,131724000.0000,0.00007592,5.00,915515.98,0.00060273,0.00
2025-12-07 23:30:00,buy,131611000.0000,0.00007598,5.00,905510.98,0.00067871,0.00
2025-12-08 00:35:00,sell,133100000.0000,0.00067871,45.17,995802.40,0.00000000,246.41
2025-12-08 06:25:00,buy,135392000.0000,0.00007386,5.00,985797.40,0.00007386,0.00
2025-12-08 06:35:00,buy,135256000.0000,0.00007393,5.00,975792.40,0.00014779,0.00
2025-12-08 06:40:00,buy,134965000.0000,0.00007409,5.00,965787.40,0.00022189,0.00
2025-12-08 06:45:00,buy,134590000.0000,0.00007430,5.00,955782.40,0.00029619,0.00
2025-12-08 06:50:00,buy,134300000.0000,0.00007446,5.00,945777.40,0.00037065,0.00
2025-12-08 06:55:00,buy,134814000.0000,0.00007418,5.00,935772.40,0.00044482,0.00
2025-12-08 07:00:00,buy,134361000.0000,0.00007443,5.00,925767.40,0.00051925,0.00
2025-12-08 07:05:00,buy,133691000.0000,0.00007480,5.00,915762.40,0.00059405,0.00
2025-12-08 07:10:00,buy,133806000.0000,0.00007474,5.00,905757.40,0.00066878,0.00
2025-12-08 07:15:00,buy,133763000.0000,0.00007476,5.00,895752.40,0.00074354,0.00
2025-12-08 07:20:00,buy,133909000.0000,0.00007468,5.00,885747.40,0.00081822,0.00
2025-12-08 09:00:00,sell,135254000.0000,0.00081822,55.33,996359.64,0.00000000,557.24
2025-12-08 13:05:00,buy,135780000.0000,0.00007365,5.00,986354.64,0.00007365,0.00
2025-12-08 16:35:00,sell,136650000.0000,0.00007365,5.03,996413.68,0.00000000,54.04
2025-12-08 20:55:00,buy,136741000.0000,0.00007313,5.00,986408.68,0.00007313,0.00
2025-12-08 21:00:00,buy,136665000.0000,0.00007317,5.00,976403.68,0.00014630,0.00
2025-12-08 21:05:00,buy,136552000.0000,0.00007323,5.00,966398.68,0.00021953,0.00
2025-12-08 21:15:00,buy,136586000.0000,0.00007321,5.00,956393.68,0.00029275,0.00
2025-12-08 21:20:00,buy,136501000.0000,0.00007326,5.00,946388.68,0.00036601,0.00
2025-12-08 21:25:00,buy,136552000.0000,0.00007323,5.00,936383.68,0.00043924,0.00
2025-12-08 21:30:00,buy,136448000.0000,0.00007329,5.00,926378.68,0.00051253,0.00
2025-12-08 21:35:00,buy,136390000.0000,0.00007332,5.00,916373.68,0.00058585,0.00
2025-12-08 23:15:00,buy,136226000.0000,0.00007341,5.00,906368.68,0.00065925,0.00
2025-12-08 23:20:00,buy,135938000.0000,0.00007356,5.00,896363.68,0.00073282,0.00
2025-12-08 23:35:00,buy,135664000.0000,0.00007371,5.00,886358.68,0.00080653,0.00
2025-12-09 00:10:00,buy,134549000.0000,0.00007432,5.00,876353.68,0.00088085,0.00
2025-12-09 00:20:00,buy,134138000.0000,0.00007455,5.00,866348.68,0.00095540,0.00
2025-12-09 00:25:00,buy,134320000.0000,0.00007445,5.00,856343.68,0.00102985,0.00
2025-12-09 00:40:00,buy,133895000.0000,0.00007469,5.00,846338.68,0.00110454,0.00
2025-12-09 00:50:00,buy,134457000.0000,0.00007437,5.00,836333.68,0.00117891,0.00
2025-12-09 00:55:00,buy,134218000.0000,0.00007451,5.00,826328.68,0.00125342,0.00
2025-12-09 01:00:00,buy,133933000.0000,0.00007466,5.00,816323.68,0.00132808,0.00
2025-12-09 02:45:00,buy,134054000.0000,0.00007460,5.00,806318.68,0.00140268,0.00
2025-12-09 03:00:00,sell,134483000.0000,0.00140268,94.32,994860.47,0.00000000,-1553.21
2025-12-09 07:40:00,buy,135200000.0000,0.00007396,5.00,984855.47,0.00007396,0.00
2025-12-09 10:25:00,buy,134328000.0000,0.00007444,5.00,974850.47,0.00014841,0.00
2025-12-09 10:30:00,buy,134163000.0000,0.00007454,5.00,964845.47,0.00022295,0.00
2025-12-09 10:45:00,buy,134052000.0000,0.00007460,5.00,954840.47,0.00029754,0.00
2025-12-09 13:15:00,sell,134580000.0000,0.00029754,20.02,994863.82,0.00000000,3.35
2025-12-09 13:45:00,buy,133904000.0000,0.00007468,5.00,984858.82,0.00007468,0.00
2025-12-09 14:05:00,buy,133713000.0000,0.00007479,5.00,974853.82,0.00014947,0.00
2025-12-09 14:10:00,buy,133749000.0000,0.00007477,5.00,964848.82,0.00022423,0.00
2025-12-09 14:15:00,buy,133771000.0000,0.00007475,5.00,954843.82,0.00029899,0.00
2025-12-09 14:20:00,buy,133835000.0000,0.00007472,5.00,944838.82,0.00037371,0.00
2025-12-09 14:25:00,buy,133773000.0000,0.00007475,5.00,934833.82,0.00044846,0.00
2025-12-09 16:30:00,sell,134553000.0000,0.00044846,30.17,995145.47,0.00000000,281.64
2025-12-09 18:50:00,buy,134106000.0000,0.00007457,5.00,985140.47,0.00007457,0.00
2025-12-09 18:55:00,buy,134086000.0000,0.00007458,5.00,975135.47,0.00014915,0.00
2025-12-09 19:00:00,buy,134173000.0000,0.00007453,5.00,965130.47,0.00022368,0.00
2025-12-09 19:05:00,buy,134056000.0000,0.00007460,5.00,955125.47,0.00029827,0.00
2025-12-09 19:15:00,buy,134137000.0000,0.00007455,5.00,945120.47,0.00037282,0.00
2025-12-09 21:25:00,sell,134611000.0000,0.00037282,25.09,995281.57,0.00000000,136.10
2025-12-09 22:40:00,buy,134140000.0000,0.00007455,5.00,985276.57,0.00007455,0.00
2025-12-10 00:35:00,sell,135950000.0000,0.00007455,5.07,995406.43,0.00000000,124.87
2025-12-10 05:20:00,buy,137216000.0000,0.00007288,5.00,985401.43,0.00007288,0.00
2025-12-10 05:25:00,buy,137332000.0000,0.00007282,5.00,975396.43,0.00014569,0.00
2025-12-10 05:30:00,buy,137020000.0000,0.00007298,5.00,965391.43,0.00021868,0.00
2025-12-10 05:40:00,buy,137323000.0000,0.00007282,5.00,955386.43,0.00029150,0.00
2025-12-10 06:45:00,buy,136646000.0000,0.00007318,5.00,945381.43,0.00036468,0.00
2025-12-10 06:50:00,buy,136440000.0000,0.00007329,5.00,935376.43,0.00043797,0.00
2025-12-10 08:35:00,sell,137554000.0000,0.00043797,30.12,995591.00,0.00000000,184.57
2025-12-10 09:45:00,buy,136445000.0000,0.00007329,5.00,985586.00,0.00007329,0.00
2025-12-10 13:00:00,sell,137116000.0000,0.00007329,5.02,995630.15,0.00000000,39.15
2025-12-10 20:10:00,buy,137417000.0000,0.00007277,5.00,985625.15,0.00007277,0.00
2025-12-10 20:15:00,buy,137325000.0000,0.00007282,5.00,975620.15,0.00014559,0.00
2025-12-10 20:20:00,buy,137363000.0000,0.00007280,5.00,965615.15,0.00021839,0.00
2025-12-10 20:25:00,buy,137400000.0000,0.00007278,5.00,955610.15,0.00029117,0.00
2025-12-10 20:35:00,buy,137101000.0000,0.00007294,5.00,945605.15,0.00036411,0.00
2025-12-10 20:40:00,buy,136800000.0000,0.00007310,5.00,935600.15,0.00043721,0.00
2025-12-10 20:45:00,buy,136775000.0000,0.00007311,5.00,925595.15,0.00051032,0.00
2025-12-10 21:10:00,buy,136918000.0000,0.00007304,5.00,915590.15,0.00058336,0.00
2025-12-10 21:15:00,buy,136762000.0000,0.00007312,5.00,905585.15,0.00065648,0.00
2025-12-10 21:20:00,buy,136849000.0000,0.00007307,5.00,895580.15,0.00072955,0.00
2025-12-10 21:35:00,buy,136630000.0000,0.00007319,5.00,885575.15,0.00080274,0.00
2025-12-10 23:50:00,buy,136584000.0000,0.00007322,5.00,875570.15,0.00087596,0.00
2025-12-11 03:35:00,sell,138116000.0000,0.00087596,60.49,996493.35,0.00000000,863.19
2025-12-11 06:20:00,buy,137533000.0000,0.00007271,5.00,986488.35,0.00007271,0.00
2025-12-11 08:45:00,buy,136718000.0000,0.00007314,5.00,976483.35,0.00014585,0.00
2025-12-11 08:50:00,buy,136820000.0000,0.00007309,5.00,966478.35,0.00021894,0.00
2025-12-11 08:55:00,buy,136700000.0000,0.00007315,5.00,956473.35,0.00029209,0.00
2025-12-11 09:00:00,buy,136765000.0000,0.00007312,5.00,946468.35,0.00036521,0.00
2025-12-11 09:05:00,buy,136798000.0000,0.00007310,5.00,936463.35,0.00043831,0.00
2025-12-11 09:10:00,buy,136749000.0000,0.00007313,5.00,926458.35,0.00051144,0.00
2025-12-11 09:20:00,buy,136249000.0000,0.00007340,5.00,916453.35,0.00058484,0.00
2025-12-11 09:25:00,buy,136224000.0000,0.00007341,5.00,906448.35,0.00065824,0.00
2025-12-11 09:30:00,buy,135799000.0000,0.00007364,5.00,896443.35,0.00073188,0.00
2025-12-11 09:35:00,buy,135611000.0000,0.00007374,5.00,886438.35,0.00080562,0.00
2025-12-11 09:40:00,buy,135367000.0000,0.00007387,5.00,876433.35,0.00087950,0.00
2025-12-11 09:45:00,buy,135153000.0000,0.00007399,5.00,866428.35,0.00095349,0.00
2025-12-11 09:50:00,buy,135468000.0000,0.00007382,5.00,856423.35,0.00102730,0.00
2025-12-11 09:55:00,buy,135516000.0000,0.00007379,5.00,846418.35,0.00110110,0.00
2025-12-11 10:00:00,buy,135309000.0000,0.00007390,5.00,836413.35,0.00117500,0.00
2025-12-11 10:05:00,buy,135296000.0000,0.00007391,5.00,826408.35,0.00124891,0.00
2025-12-11 10:10:00,buy,135048000.0000,0.00007405,5.00,816403.35,0.00132296,0.00
2025-12-11 10:15:00,buy,134767000.0000,0.00007420,5.00,806398.35,0.00139716,0.00
2025-12-11 10:20:00,buy,134944000.0000,0.00007410,5.00,796393.35,0.00147127,0.00
2025-12-11 10:25:00,buy,135330000.0000,0.00007389,5.00,786388.35,0.00154516,0.00
2025-12-11 11:00:00,buy,134554000.0000,0.00007432,5.00,776383.35,0.00161948,0.00
2025-12-11 11:05:00,buy,134350000.0000,0.00007443,5.00,766378.35,0.00169391,0.00
2025-12-11 11:10:00,buy,134171000.0000,0.00007453,5.00,756373.35,0.00176844,0.00
2025-12-11 11:30:00,buy,133966000.0000,0.00007465,5.00,746368.35,0.00184309,0.00
2025-12-11 11:35:00,buy,134050000.0000,0.00007460,5.00,736363.35,0.00191769,0.00
2025-12-11 11:40:00,buy,134089000.0000,0.00007458,5.00,726358.35,0.00199227,0.00
2025-12-11 11:45:00,buy,134145000.0000,0.00007455,5.00,716353.35,0.00206681,0.00
2025-12-11 11:50:00,buy,134079000.0000,0.00007458,5.00,706348.35,0.00214140,0.00
2025-12-11 11:55:00,buy,134175000.0000,0.00007453,5.00,696343.35,0.00221593,0.00
2025-12-11 12:00:00,buy,133914000.0000,0.00007467,5.00,686338.35,0.00229060,0.00
2025-12-11 12:05:00,buy,133701000.0000,0.00007479,5.00,676333.35,0.00236539,0.00
2025-12-11 12:10:00,buy,133610000.0000,0.00007484,5.00,666328.35,0.00244024,0.00
2025-12-11 13:20:00,sell,134401000.0000,0.00244024,163.99,994134.88,0.00000000,-2358.47
2025-12-11 15:25:00,buy,134232000.0000,0.00007450,5.00,984129.88,0.00007450,0.00
2025-12-11 18:20:00,sell,134907000.0000,0.00007450,5.03,994175.14,0.00000000,40.26
2025-12-11 21:15:00,buy,134510000.0000,0.00007434,5.00,984170.14,0.00007434,0.00
2025-12-12 01:30:00,buy,133949000.0000,0.00007466,5.00,974165.14,0.00014900,0.00
2025-12-12 02:35:00,sell,134617000.0000,0.00014900,10.03,994212.94,0.00000000,37.80
2025-12-12 07:40:00,buy,137099000.0000,0.00007294,5.00,984207.94,0.00007294,0.00
2025-12-12 07:50:00,buy,136804000.0000,0.00007310,5.00,974202.94,0.00014604,0.00
2025-12-12 09:45:00,buy,136954000.0000,0.00007302,5.00,964197.94,0.00021905,0.00
2025-12-12 09:50:00,buy,136644000.0000,0.00007318,5.00,954192.94,0.00029224,0.00
2025-12-12 09:55:00,buy,135933000.0000,0.00007357,5.00,944187.94,0.00036580,0.00
2025-12-12 10:00:00,buy,136010000.0000,0.00007352,5.00,934182.94,0.00043933,0.00
2025-12-12 10:10:00,buy,136330000.0000,0.00007335,5.00,924177.94,0.00051268,0.00
2025-12-12 11:10:00,sell,137177000.0000,0.00051268,35.16,994470.46,0.00000000,257.53
2025-12-12 16:15:00,buy,137200000.0000,0.00007289,5.00,984465.46,0.00007289,0.00
2025-12-12 16:20:00,buy,137239000.0000,0.00007287,5.00,974460.46,0.00014575,0.00
2025-12-12 16:25:00,buy,137219000.0000,0.00007288,5.00,964455.46,0.00021863,0.00
2025-12-12 19:50:00,sell,137623000.0000,0.00021863,15.04,994528.67,0.00000000,58.21
2025-12-12 21:30:00,buy,137222000.0000,0.00007287,5.00,984523.67,0.00007287,0.00
2025-12-12 21:35:00,buy,137157000.0000,0.00007291,5.00,974518.67,0.00014578,0.00
2025-12-12 21:40:00,buy,137114000.0000,0.00007293,5.00,964513.67,0.00021872,0.00
2025-12-12 23:05:00,buy,137180000.0000,0.00007290,5.00,954508.67,0.00029161,0.00
2025-12-12 23:25:00,buy,137123000.0000,0.00007293,5.00,944503.67,0.00036454,0.00
2025-12-13 00:25:00,buy,135536000.0000,0.00007378,5.00,934498.67,0.00043832,0.00
2025-12-13 00:30:00,buy,135266000.0000,0.00007393,5.00,924493.67,0.00051225,0.00
2025-12-13 00:35:00,buy,135537000.0000,0.00007378,5.00,914488.67,0.00058603,0.00
2025-12-13 00:40:00,buy,135304000.0000,0.00007391,5.00,904483.67,0.00065994,0.00
2025-12-13 00:45:00,buy,135567000.0000,0.00007376,5.00,894478.67,0.00073370,0.00
2025-12-13 00:50:00,buy,134992000.0000,0.00007408,5.00,884473.67,0.00080778,0.00
2025-12-13 00:55:00,buy,134592000.0000,0.00007430,5.00,874468.67,0.00088208,0.00
2025-12-13 01:00:00,buy,134415000.0000,0.00007440,5.00,864463.67,0.00095648,0.00
2025-12-13 01:05:00,buy,134854000.0000,0.00007415,5.00,854458.67,0.00103063,0.00
2025-12-13 01:10:00,buy,134738000.0000,0.00007422,5.00,844453.67,0.00110485,0.00
2025-12-13 01:15:00,buy,134692000.0000,0.00007424,5.00,834448.67,0.00117909,0.00
2025-12-13 01:20:00,buy,134931000.0000,0.00007411,5.00,824443.67,0.00125320,0.00
2025-12-13 05:30:00,buy,134826000.0000,0.00007417,5.00,814438.67,0.00132737,0.00
2025-12-13 08:30:00,buy,135000000.0000,0.00007407,5.00,804433.67,0.00140145,0.00
2025-12-13 08:35:00,buy,135000000.0000,0.00007407,5.00,794428.67,0.00147552,0.00
2025-12-13 10:10:00,buy,134848000.0000,0.00007416,5.00,784423.67,0.00154968,0.00
2025-12-13 10:15:00,buy,134823000.0000,0.00007417,5.00,774418.67,0.00162385,0.00
2025-12-13 10:20:00,buy,134790000.0000,0.00007419,5.00,764413.67,0.00169804,0.00
2025-12-13 10:25:00,buy,134826000.0000,0.00007417,5.00,754408.67,0.00177221,0.00
2025-12-13 10:35:00,buy,134749000.0000,0.00007421,5.00,744403.67,0.00184642,0.00
2025-12-13 10:40:00,buy,134622000.0000,0.00007428,5.00,734398.67,0.00192070,0.00
2025-12-13 10:45:00,buy,134524000.0000,0.00007434,5.00,724393.67,0.00199504,0.00
2025-12-13 10:50:00,buy,134636000.0000,0.00007427,5.00,714388.67,0.00206931,0.00
2025-12-13 11:55:00,sell,134778000.0000,0.00206931,139.45,993147.20,0.00000000,-1381.47
2025-12-13 14:45:00,buy,134682000.0000,0.00007425,5.00,983142.20,0.00007425,0.00
2025-12-13 14:50:00,buy,134716000.0000,0.00007423,5.00,973137.20,0.00014848,0.00
2025-12-13 14:55:00,buy,134788000.0000,0.00007419,5.00,963132.20,0.00022267,0.00
2025-12-13 15:05:00,buy,134710000.0000,0.00007423,5.00,953127.20,0.00029690,0.00
2025-12-13 17:15:00,sell,134960000.0000,0.00029690,20.04,993177.24,0.00000000,30.04
2025-12-13 20:40:00,buy,134722000.0000,0.00007423,5.00,983172.24,0.00007423,0.00
2025-12-13 20:45:00,buy,134800000.0000,0.00007418,5.00,973167.24,0.00014841,0.00
2025-12-13 20:50:00,buy,134710000.0000,0.00007423,5.00,963162.24,0.00022264,0.00
2025-12-13 20:55:00,buy,134676000.0000,0.00007425,5.00,953157.24,0.00029690,0.00
2025-12-13 21:00:00,buy,134707000.0000,0.00007424,5.00,943152.24,0.00037113,0.00
2025-12-13 23:20:00,buy,134501000.0000,0.00007435,5.00,933147.24,0.00044548,0.00
2025-12-13 23:25:00,buy,134310000.0000,0.00007445,5.00,923142.24,0.00051994,0.00
2025-12-13 23:30:00,buy,134373000.0000,0.00007442,5.00,913137.24,0.00059436,0.00
2025-12-14 06:05:00,buy,134408000.0000,0.00007440,5.00,903132.24,0.00066876,0.00
2025-12-14 06:25:00,buy,134373000.0000,0.00007442,5.00,893127.24,0.00074318,0.00
2025-12-14 06:30:00,buy,134378000.0000,0.00007442,5.00,883122.24,0.00081759,0.00
2025-12-14 07:05:00,sell,134679000.0000,0.00081759,55.06,993179.67,0.00000000,2.43
2025-12-14 11:35:00,buy,134685000.0000,0.00007425,5.00,983174.67,0.00007425,0.00
2025-12-14 12:10:00,buy,134734000.0000,0.00007422,5.00,973169.67,0.00014847,0.00
